대표티켓번호,판매순번,주문상태,판매일,상품명,이용일시,장소명,총매수,최종정상매수,주문자명,휴대폰번호,금액,발권상태,회원여부,판매처,주문일시,공연ID,장르1,회원키
9000000025090,9000000025091,정상,20230318,뮤지컬 〈브로드웨이 42번가〉 - 여수,20230408: 1900,GS칼텍스 예울마루 대극장,1,1,Cameron Ellis 00174,00000027755,140000,Y,Y,티켓어플 안드로이드,20230318191827,230407_01,뮤지컬,
9000000025092,9000000009583,정상,20230304,뮤지컬 〈브로드웨이 42번가〉 - 여수,20230408: 1900,GS칼텍스 예울마루 대극장,2,2,Cameron Ellis 00174,000-0002-7756,280000,Y,Y,GS칼텍스 예울마루(mobile),20230304194839,230407_01,뮤지컬,00000019975
9000000025093,9000000025094,정상,20230121,뮤지컬 〈브로드웨이 42번가〉 - 여수,20230408: 1900,GS칼텍스 예울마루 대극장,2,2,Avery Parker 01480,000-0002-6176,280000,Y,Y,GS칼텍스 예울마루(mobile),20230121085408,230407_01,뮤지컬,
9000000025095,9000000025096,정상,20230127,뮤지컬 〈브로드웨이 42번가〉 - 여수,20230408: 1900,GS칼텍스 예울마루 대극장,2,2,Avery Hayes 00280,000-0002-6032,252000,Y,Y,GS칼텍스 예울마루(mobile),20230127223037,230407_01,뮤지컬,00000005706
9000000025097,9000000025098,정상,20230302,뮤지컬 〈브로드웨이 42번가〉 - 여수,20230408: 1900,GS칼텍스 예울마루 대극장,2,2,Taylor Hayes 00028,00000027757,280000,Y,Y,티켓모바일웹,20230302195201,230407_01,뮤지컬,00000021904
9000000025099,9000000025100,정상,20230120,뮤지컬 〈브로드웨이 42번가〉 - 여수,20230408: 1900,GS칼텍스 예울마루 대극장,2,2,Taylor Hayes 00028,000-0002-7758,238000,Y,Y,GS칼텍스 예울마루(web),20230120175223,230407_01,뮤지컬,
9000000025101,9000000025102,정상,20230402,뮤지컬 〈브로드웨이 42번가〉 - 여수,20230408: 1900,GS칼텍스 예울마루 대극장,2,2,Jordan Parker 01290,00000027759,280000,Y,Y,티켓어플 안드로이드,20230402162601,230407_01,뮤지컬,
9000000025103,9000000025104,정상,20230215,뮤지컬 〈브로드웨이 42번가〉 - 여수,20230408: 1900,GS칼텍스 예울마루 대극장,1,1,Riley Hayes 02523,000-0002-7429,108000,Y,Y,GS칼텍스 예울마루(mobile),20230215211454,230407_01,뮤지컬,00000017391
9000000025105,9000000025106,정상,20230309,뮤지컬 〈브로드웨이 42번가〉 - 여수,20230408: 1900,GS칼텍스 예울마루 대극장,1,1,Taylor Hayes 02524,000-0002-7760,108000,Y,Y,GS칼텍스 예울마루(web),20230309112138,230407_01,뮤지컬,00000006971
9000000025107,9000000025108,정상,20230217,뮤지컬 〈브로드웨이 42번가〉 - 여수,20230408: 1900,GS칼텍스 예울마루 대극장,1,1,Casey Hayes 02525,000-0002-6749,112000,Y,Y,GS칼텍스 예울마루(web),20230217161525,230407_01,뮤지컬,
9000000025109,9000000025110,정상,20230217,뮤지컬 〈브로드웨이 42번가〉 - 여수,20230408: 1900,GS칼텍스 예울마루 대극장,1,1,Casey Hayes 02525,000-0002-6749,112000,Y,Y,GS칼텍스 예울마루(web),20230217155607,230407_01,뮤지컬,
9000000025111,9000000025112,정상,20230211,뮤지컬 〈브로드웨이 42번가〉 - 여수,20230408: 1900,GS칼텍스 예울마루 대극장,3,3,Cameron Hayes 02526,00000024031,420000,Y,Y,티켓모바일웹,20230211203238,230407_01,뮤지컬,
9000000025113,9000000025114,정상,20230330,뮤지컬 〈브로드웨이 42번가〉 - 여수,20230408: 1900,GS칼텍스 예울마루 대극장,2,2,Rowan Hayes 02527,000-0002-7761,252000,Y,Y,GS칼텍스 예울마루(mobile),20230330211411,230407_01,뮤지컬,00000009634
9000000025115,9000000025116,정상,20230213,뮤지컬 〈브로드웨이 42번가〉 - 여수,20230408: 1900,GS칼텍스 예울마루 대극장,2,2,Avery Bennett 02528,000-0002-7762,252000,Y,Y,GS칼텍스 예울마루(web),20230213143750,230407_01,뮤지컬,00000005881
9000000025117,9000000025118,정상,20230119,뮤지컬 〈브로드웨이 42번가〉 - 여수,20230408: 1900,GS칼텍스 예울마루 대극장,2,2,Morgan Bennett 02529,000-0002-7763,252000,Y,Y,GS칼텍스 예울마루(mobile),20230119140219,230407_01,뮤지컬,00000001179
9000000025119,9000000025120,정상,20230407,뮤지컬 〈브로드웨이 42번가〉 - 여수,20230408: 1900,GS칼텍스 예울마루 대극장,2,2,Morgan Lane 00697,000-0002-3720,252000,Y,Y,GS칼텍스 예울마루(mobile),20230407133534,230407_01,뮤지컬,00000002214
9000000025121,9000000025122,정상,20230128,뮤지컬 〈브로드웨이 42번가〉 - 여수,20230408: 1900,GS칼텍스 예울마루 대극장,2,2,Riley Bennett 00803,00000022692,280000,Y,Y,티켓모바일웹,20230128101714,230407_01,뮤지컬,
9000000025123,9000000025124,정상,20230323,뮤지컬 〈브로드웨이 42번가〉 - 여수,20230408: 1900,GS칼텍스 예울마루 대극장,2,2,Taylor Bennett 02020,000-0002-7764,252000,Y,Y,GS칼텍스 예울마루(mobile),20230323161452,230407_01,뮤지컬,00000017427
9000000025125,9000000025126,정상,20230408,뮤지컬 〈브로드웨이 42번가〉 - 여수,20230408: 1900,GS칼텍스 예울마루 대극장,2,2,Jordan Parker 02442,**,0,Y,N,(공동기획)GS칼텍스예울마루,20230408181340,230407_01,뮤지컬,
9000000025127,9000000025128,정상,20230408,뮤지컬 〈브로드웨이 42번가〉 - 여수,20230408: 1900,GS칼텍스 예울마루 대극장,2,2,Jordan Parker 02442,**,0,Y,N,(공동기획)GS칼텍스예울마루,20230408153021,230407_01,뮤지컬,
9000000025129,9000000025130,정상,20230119,뮤지컬 〈브로드웨이 42번가〉 - 여수,20230408: 1900,GS칼텍스 예울마루 대극장,2,2,Jordan Bennett 02530,000-0002-6935,280000,Y,Y,Web,20230119140502,230407_01,뮤지컬,00000021809
9000000025131,9000000025132,정상,20230214,뮤지컬 〈브로드웨이 42번가〉 - 여수,20230408: 1900,GS칼텍스 예울마루 대극장,2,2,Riley Parker 01931,000-0002-7765,216000,Y,Y,GS칼텍스 예울마루(web),20230214162030,230407_01,뮤지컬,00000004066
9000000025133,9000000025134,정상,20230209,뮤지컬 〈브로드웨이 42번가〉 - 여수,20230408: 1900,GS칼텍스 예울마루 대극장,2,2,Riley Bennett 02531,000-0002-7501,252000,Y,Y,GS칼텍스 예울마루(web),20230209114823,230407_01,뮤지컬,
9000000025135,9000000025136,정상,20230215,뮤지컬 〈브로드웨이 42번가〉 - 여수,20230408: 1900,GS칼텍스 예울마루 대극장,2,2,Casey Foster 00181,000-0002-3565,252000,Y,Y,GS칼텍스 예울마루(web),20230215203514,230407_01,뮤지컬,00000005264
9000000025137,9000000025138,정상,20230120,뮤지컬 〈브로드웨이 42번가〉 - 여수,20230408: 1900,GS칼텍스 예울마루 대극장,2,2,Casey Foster 00181,000-0002-6098,252000,Y,Y,GS칼텍스 예울마루(mobile),20230120092153,230407_01,뮤지컬,00000011766
9000000025139,9000000025140,정상,20230301,뮤지컬 〈브로드웨이 42번가〉 - 여수,20230408: 1900,GS칼텍스 예울마루 대극장,2,2,Jordan Brooks 01410,000-0002-7766,252000,Y,Y,GS칼텍스 예울마루(mobile),20230301203102,230407_01,뮤지컬,00000007061
9000000025141,9000000025142,정상,20230223,뮤지컬 〈브로드웨이 42번가〉 - 여수,20230408: 1900,GS칼텍스 예울마루 대극장,2,2,Taylor Bennett 02532,000-0002-5890,240000,Y,Y,GS칼텍스 예울마루(mobile),20230223204457,230407_01,뮤지컬,00000022292
9000000025143,9000000025144,정상,20230318,뮤지컬 〈브로드웨이 42번가〉 - 여수,20230408: 1900,GS칼텍스 예울마루 대극장,2,2,Taylor Lane 00700,000-0002-5524,240000,Y,Y,GS칼텍스 예울마루(mobile),20230318211300,230407_01,뮤지컬,00000015393
9000000025145,9000000025146,정상,20230202,뮤지컬 〈브로드웨이 42번가〉 - 여수,20230408: 1900,GS칼텍스 예울마루 대극장,2,2,Cameron Lane 00702,000-0002-3724,252000,Y,Y,GS칼텍스 예울마루(web),20230202150252,230407_01,뮤지컬,
9000000025147,9000000002950,정상,20230308,뮤지컬 〈브로드웨이 42번가〉 - 여수,20230408: 1900,GS칼텍스 예울마루 대극장,1,1,Rowan Bennett 00295,000-0002-4278,126000,Y,Y,GS칼텍스 예울마루(mobile),20230308134610,230407_01,뮤지컬,00000000053
9000000025148,9000000025149,정상,20230119,뮤지컬 〈브로드웨이 42번가〉 - 여수,20230408: 1900,GS칼텍스 예울마루 대극장,2,2,Morgan Ellis 00809,000-0002-3912,252000,Y,Y,GS칼텍스 예울마루(mobile),20230119140312,230407_01,뮤지컬,00000022119
9000000025150,9000000025151,정상,20230406,뮤지컬 〈브로드웨이 42번가〉 - 여수,20230408: 1900,GS칼텍스 예울마루 대극장,1,1,Cameron Hayes 00414,000-0002-2829,140000,Y,Y,엔에이치엔(주)(네이버 바로가기-web),20230406110009,230407_01,뮤지컬,
9000000025152,9000000025153,정상,20230301,뮤지컬 〈브로드웨이 42번가〉 - 여수,20230408: 1900,GS칼텍스 예울마루 대극장,2,2,Cameron Hayes 00414,000-0002-5602,162000,Y,Y,GS칼텍스 예울마루(mobile),20230301083553,230407_01,뮤지컬,00000019744
9000000025154,9000000025155,정상,20230407,뮤지컬 〈브로드웨이 42번가〉 - 여수,20230408: 1900,GS칼텍스 예울마루 대극장,2,2,Taylor Parker 00524,000-0002-7767,162000,Y,Y,GS칼텍스 예울마루(mobile),20230407161701,230407_01,뮤지컬,00000003856
9000000025156,9000000025157,정상,20230308,뮤지컬 〈브로드웨이 42번가〉 - 여수,20230408: 1900,GS칼텍스 예울마루 대극장,2,2,Jordan Reed 01490,000-0002-4278,252000,Y,Y,GS칼텍스 예울마루(mobile),20230308135552,230407_01,뮤지컬,
9000000025158,9000000025159,정상,20230306,뮤지컬 〈브로드웨이 42번가〉 - 여수,20230408: 1900,GS칼텍스 예울마루 대극장,2,2,Casey Lane 00189,000-0002-6047,252000,Y,Y,GS칼텍스 예울마루(mobile),20230306084013,230407_01,뮤지컬,
9000000025160,9000000025161,정상,20230119,뮤지컬 〈브로드웨이 42번가〉 - 여수,20230408: 1900,GS칼텍스 예울마루 대극장,6,6,Riley Brooks 01411,000-0002-7768,840000,Y,Y,Web,20230119140325,230407_01,뮤지컬,
9000000025162,9000000025163,정상,20230124,뮤지컬 〈브로드웨이 42번가〉 - 여수,20230408: 1900,GS칼텍스 예울마루 대극장,2,2,Rowan Reed 01239,000-0002-7769,252000,Y,Y,GS칼텍스 예울마루(mobile),20230124131319,230407_01,뮤지컬,00000017575
9000000025164,9000000025165,정상,20230119,뮤지컬 〈브로드웨이 42번가〉 - 여수,20230408: 1900,GS칼텍스 예울마루 대극장,2,2,Casey Bennett 02533,00000027770,280000,Y,Y,(주)인터파크 통합app,20230119155948,230407_01,뮤지컬,
9000000025166,9000000020651,정상,20230304,뮤지컬 〈브로드웨이 42번가〉 - 여수,20230408: 1900,GS칼텍스 예울마루 대극장,2,2,Casey Ellis 00813,000-0002-5234,252000,Y,Y,GS칼텍스 예울마루(mobile),20230304175249,230407_01,뮤지컬,00000016382
9000000025167,9000000025168,정상,20230218,뮤지컬 〈브로드웨이 42번가〉 - 여수,20230408: 1900,GS칼텍스 예울마루 대극장,3,3,Taylor Bennett 00036,00000026522,420000,Y,Y,티켓모바일웹,20230218140048,230407_01,뮤지컬,00000016018
9000000025169,9000000025170,정상,20230127,뮤지컬 〈브로드웨이 42번가〉 - 여수,20230408: 1900,GS칼텍스 예울마루 대극장,2,2,Taylor Brooks 02372,000-0002-3143,252000,Y,Y,GS칼텍스 예울마루(mobile),20230127155257,230407_01,뮤지컬,00000003670
9000000025171,9000000025172,정상,20230119,뮤지컬 〈브로드웨이 42번가〉 - 여수,20230408: 1900,GS칼텍스 예울마루 대극장,2,2,Avery Brooks 00192,000-0002-6849,252000,Y,Y,GS칼텍스 예울마루(mobile),20230119140143,230407_01,뮤지컬,00000019131
9000000025173,9000000025174,정상,20230119,뮤지컬 〈브로드웨이 42번가〉 - 여수,20230408: 1900,GS칼텍스 예울마루 대극장,2,2,Cameron Bennett 02534,00000025497,280000,Y,Y,티켓어플 아이폰,20230119144125,230407_01,뮤지컬,
9000000025175,9000000025176,정상,20230306,뮤지컬 〈브로드웨이 42번가〉 - 여수,20230408: 1900,GS칼텍스 예울마루 대극장,2,2,Morgan Brooks 00193,00000026582,240000,Y,Y,(주)인터파크 통합app,20230306184933,230407_01,뮤지컬,00000006858
9000000025177,9000000025178,정상,20230330,뮤지컬 〈브로드웨이 42번가〉 - 여수,20230408: 1900,GS칼텍스 예울마루 대극장,1,1,Cameron Bennett 00038,000-0002-3235,126000,Y,Y,GS칼텍스 예울마루(web),20230330114042,230407_01,뮤지컬,00000003509
9000000025179,9000000025180,정상,20230309,뮤지컬 〈브로드웨이 42번가〉 - 여수,20230408: 1900,GS칼텍스 예울마루 대극장,2,2,Cameron Bennett 00038,000-0002-3235,280000,Y,Y,KB_TEZE/ROVL(web),20230309141139,230407_01,뮤지컬,00000003509
9000000025181,9000000025182,정상,20230211,뮤지컬 〈브로드웨이 42번가〉 - 여수,20230408: 1900,GS칼텍스 예울마루 대극장,2,2,Cameron Bennett 00038,000-0002-6564,252000,Y,Y,GS칼텍스 예울마루(mobile),20230211163106,230407_01,뮤지컬,00000010554
9000000025183,9000000025184,정상,20230121,뮤지컬 〈브로드웨이 42번가〉 - 여수,20230408: 1900,GS칼텍스 예울마루 대극장,2,2,Jordan Brooks 01154,000-0002-6654,252000,Y,Y,GS칼텍스 예울마루(mobile),20230121082937,230407_01,뮤지컬,
9000000025185,9000000025186,정상,20230217,뮤지컬 〈브로드웨이 42번가〉 - 여수,20230408: 1900,GS칼텍스 예울마루 대극장,3,3,Riley Brooks 00195,000-0002-7771,392000,Y,Y,GS칼텍스 예울마루(mobile),20230217165214,230407_01,뮤지컬,00000009325
9000000025187,9000000025188,정상,20230407,뮤지컬 〈브로드웨이 42번가〉 - 여수,20230408: 1900,GS칼텍스 예울마루 대극장,2,2,Riley Ellis 00299,000-0002-3585,240000,Y,Y,Web,20230407144744,230407_01,뮤지컬,
9000000025189,9000000025190,정상,20230403,뮤지컬 〈브로드웨이 42번가〉 - 여수,20230408: 1900,GS칼텍스 예울마루 대극장,2,2,Riley Ellis 00299,000-0002-7772,280000,Y,Y,GS칼텍스 예울마루(mobile),20230403224436,230407_01,뮤지컬,
9000000025191,9000000025192,정상,20230222,뮤지컬 〈브로드웨이 42번가〉 - 여수,20230408: 1900,GS칼텍스 예울마루 대극장,1,1,Jordan Brooks 01538,00000027059,140000,Y,N,GS칼텍스 예울마루(call),20230222160845,230407_01,뮤지컬,00000013753
9000000025193,9000000025194,정상,20230222,뮤지컬 〈브로드웨이 42번가〉 - 여수,20230408: 1900,GS칼텍스 예울마루 대극장,1,1,Jordan Brooks 01538,00000027059,140000,Y,N,GS칼텍스 예울마루(call),20230222160756,230407_01,뮤지컬,00000013753
9000000025195,9000000025196,정상,20230201,뮤지컬 〈브로드웨이 42번가〉 - 여수,20230408: 1900,GS칼텍스 예울마루 대극장,2,2,Jordan Brooks 01538,000-0002-6056,252000,Y,Y,GS칼텍스 예울마루(mobile),20230201214027,230407_01,뮤지컬,
9000000025197,9000000025198,정상,20230124,뮤지컬 〈브로드웨이 42번가〉 - 여수,20230408: 1900,GS칼텍스 예울마루 대극장,2,2,Taylor Ellis 00300,000-0002-3049,252000,Y,Y,GS칼텍스 예울마루(mobile),20230124113137,230407_01,뮤지컬,00000009496
9000000025199,9000000025200,정상,20230310,뮤지컬 〈브로드웨이 42번가〉 - 여수,20230408: 1900,GS칼텍스 예울마루 대극장,2,2,Rowan Bennett 00039,000-0002-3419,240000,Y,Y,엔에이치엔(주)(네이버 바로가기-web),20230310011526,230407_01,뮤지컬,00000005211
9000000025201,9000000025202,정상,20230218,뮤지컬 〈브로드웨이 42번가〉 - 여수,20230408: 1900,GS칼텍스 예울마루 대극장,2,2,Rowan Bennett 00039,000-0002-7773,252000,Y,Y,GS칼텍스 예울마루(mobile),20230218172532,230407_01,뮤지컬,00000021333
9000000025203,9000000025204,정상,20230119,뮤지컬 〈브로드웨이 42번가〉 - 여수,20230408: 1900,GS칼텍스 예울마루 대극장,1,1,Taylor Parker 01868,000-0002-6193,126000,Y,Y,GS칼텍스 예울마루(mobile),20230119160253,230407_01,뮤지컬,
9000000025205,9000000025206,정상,20230119,뮤지컬 〈브로드웨이 42번가〉 - 여수,20230408: 1900,GS칼텍스 예울마루 대극장,1,1,Taylor Parker 01868,000-0002-6193,126000,Y,Y,GS칼텍스 예울마루(mobile),20230119155504,230407_01,뮤지컬,
9000000025207,9000000025208,정상,20230320,뮤지컬 〈브로드웨이 42번가〉 - 여수,20230408: 1900,GS칼텍스 예울마루 대극장,2,2,Riley Reed 01491,000-0002-7774,162000,Y,Y,GS칼텍스 예울마루(mobile),20230320164206,230407_01,뮤지컬,00000020052
9000000025209,9000000025210,정상,20230119,뮤지컬 〈브로드웨이 42번가〉 - 여수,20230408: 1900,GS칼텍스 예울마루 대극장,2,2,Morgan Ellis 00041,000-0002-7775,280000,Y,Y,GS칼텍스 예울마루(mobile),20230119141431,230407_01,뮤지컬,00000006591
9000000025211,9000000025212,정상,20230221,뮤지컬 〈브로드웨이 42번가〉 - 여수,20230408: 1900,GS칼텍스 예울마루 대극장,2,2,Cameron Bennett 00422,000-0002-7500,252000,Y,Y,GS칼텍스 예울마루(mobile),20230221093844,230407_01,뮤지컬,00000010718
9000000025213,9000000025214,정상,20230119,뮤지컬 〈브로드웨이 42번가〉 - 여수,20230408: 1900,GS칼텍스 예울마루 대극장,2,2,Morgan Foster 00305,000-0002-2719,252000,Y,Y,GS칼텍스 예울마루(web),20230119140112,230407_01,뮤지컬,00000019157
9000000025215,9000000025216,정상,20230304,뮤지컬 〈브로드웨이 42번가〉 - 여수,20230408: 1900,GS칼텍스 예울마루 대극장,2,2,Rowan Bennett 02535,000-0002-4858,252000,Y,Y,GS칼텍스 예울마루(web),20230304174731,230407_01,뮤지컬,00000019810
9000000025217,9000000025218,정상,20230331,뮤지컬 〈브로드웨이 42번가〉 - 여수,20230408: 1900,GS칼텍스 예울마루 대극장,2,2,Riley Ellis 00043,000-0002-2712,252000,Y,Y,GS칼텍스 예울마루(mobile),20230331141315,230407_01,뮤지컬,00000008458
9000000025219,9000000025220,정상,20230327,뮤지컬 〈브로드웨이 42번가〉 - 여수,20230408: 1900,GS칼텍스 예울마루 대극장,2,2,Taylor Brooks 01988,000-0002-5098,252000,Y,Y,GS칼텍스 예울마루(mobile),20230327001441,230407_01,뮤지컬,00000022199
9000000025221,9000000025222,정상,20230304,뮤지컬 〈브로드웨이 42번가〉 - 여수,20230408: 1900,GS칼텍스 예울마루 대극장,1,1,Jordan Lane 01722,000-0002-7776,126000,Y,Y,GS칼텍스 예울마루(web),20230304180030,230407_01,뮤지컬,00000009678
9000000025223,9000000025224,정상,20230322,뮤지컬 〈브로드웨이 42번가〉 - 여수,20230408: 1900,GS칼텍스 예울마루 대극장,4,4,Avery Hayes 01304,00000027777,360000,Y,Y,티켓어플 안드로이드,20230322202204,230407_01,뮤지컬,
9000000025225,9000000025226,정상,20230131,뮤지컬 〈브로드웨이 42번가〉 - 여수,20230408: 1900,GS칼텍스 예울마루 대극장,2,2,Cameron Reed 00534,00000027778,252000,Y,N,GS칼텍스 예울마루(call),20230131162513,230407_01,뮤지컬,
9000000025227,9000000025228,정상,20230120,뮤지컬 〈브로드웨이 42번가〉 - 여수,20230408: 1900,GS칼텍스 예울마루 대극장,3,3,Casey Brooks 01541,00000023214,420000,Y,Y,티켓어플 안드로이드,20230120182517,230407_01,뮤지컬,
9000000025229,9000000025230,정상,20230119,뮤지컬 〈브로드웨이 42번가〉 - 여수,20230408: 1900,GS칼텍스 예울마루 대극장,2,2,Casey Ellis 00045,000-0002-5940,252000,Y,Y,GS칼텍스 예울마루(web),20230119140120,230407_01,뮤지컬,
9000000025231,9000000025232,정상,20230119,뮤지컬 〈브로드웨이 42번가〉 - 여수,20230408: 1900,GS칼텍스 예울마루 대극장,2,2,Taylor Bennett 01636,000-0002-7779,252000,Y,Y,GS칼텍스 예울마루(web),20230119142238,230407_01,뮤지컬,00000004224
9000000025233,9000000025234,정상,20230119,뮤지컬 〈브로드웨이 42번가〉 - 여수,20230408: 1900,GS칼텍스 예울마루 대극장,2,2,Jordan Parker 00714,000-0002-3748,252000,Y,Y,GS칼텍스 예울마루(mobile),20230119140255,230407_01,뮤지컬,00000001592
9000000025235,9000000010762,정상,20230303,뮤지컬 〈브로드웨이 42번가〉 - 여수,20230408: 1900,GS칼텍스 예울마루 대극장,2,2,Riley Brooks 00963,000-0002-7646,252000,Y,Y,GS칼텍스 예울마루(mobile),20230303210621,230407_01,뮤지컬,00000017892
9000000025236,9000000025237,정상,20230317,뮤지컬 〈브로드웨이 42번가〉 - 여수,20230408: 1900,GS칼텍스 예울마루 대극장,2,2,Casey Foster 00309,000-0002-4925,252000,Y,Y,GS칼텍스 예울마루(mobile),20230317082506,230407_01,뮤지컬,00000018007
9000000025238,9000000021757,정상,20230317,뮤지컬 〈브로드웨이 42번가〉 - 여수,20230408: 1900,GS칼텍스 예울마루 대극장,2,2,Avery Ellis 00424,000-0002-7780,252000,Y,Y,GS칼텍스 예울마루(mobile),20230317182829,230407_01,뮤지컬,00000018380
9000000025239,9000000025240,정상,20230311,뮤지컬 〈브로드웨이 42번가〉 - 여수,20230408: 1900,GS칼텍스 예울마루 대극장,2,2,Cameron Ellis 00046,000-0002-7781,252000,Y,Y,GS칼텍스 예울마루(web),20230311102926,230407_01,뮤지컬,
9000000025241,9000000017937,정상,20230131,뮤지컬 〈브로드웨이 42번가〉 - 여수,20230408: 1900,GS칼텍스 예울마루 대극장,2,2,Avery Ellis 02536,000-0002-7782,216000,Y,Y,GS칼텍스 예울마루(mobile),20230131190736,230407_01,뮤지컬,00000001311
9000000025242,9000000025243,정상,20230119,뮤지컬 〈브로드웨이 42번가〉 - 여수,20230408: 1900,GS칼텍스 예울마루 대극장,2,2,Jordan Ellis 00426,000-0002-5828,252000,Y,Y,GS칼텍스 예울마루(web),20230119140233,230407_01,뮤지컬,00000006519
9000000025244,9000000022747,정상,20230119,뮤지컬 〈브로드웨이 42번가〉 - 여수,20230408: 1900,GS칼텍스 예울마루 대극장,1,1,Taylor Parker 00204,000-0002-7236,126000,Y,Y,GS칼텍스 예울마루(mobile),20230119160633,230407_01,뮤지컬,00000011167
9000000025245,9000000025246,정상,20230406,뮤지컬 〈브로드웨이 42번가〉 - 여수,20230408: 1900,GS칼텍스 예울마루 대극장,2,2,Avery Lane 00312,000-0002-7783,216000,Y,Y,GS칼텍스 예울마루(mobile),20230406145026,230407_01,뮤지컬,00000021139
9000000025247,9000000025248,정상,20230320,뮤지컬 〈브로드웨이 42번가〉 - 여수,20230408: 1900,GS칼텍스 예울마루 대극장,4,4,Morgan Ellis 02537,000-0002-5963,532000,Y,Y,GS칼텍스 예울마루(mobile),20230320222235,230407_01,뮤지컬,00000005632
9000000025249,9000000025250,정상,20230406,뮤지컬 〈브로드웨이 42번가〉 - 여수,20230408: 1900,GS칼텍스 예울마루 대극장,2,2,Jordan Ellis 02538,00000023814,224000,Y,N,GS칼텍스 예울마루(call),20230406145047,230407_01,뮤지컬,
9000000025251,9000000025252,정상,20230119,뮤지컬 〈브로드웨이 42번가〉 - 여수,20230408: 1900,GS칼텍스 예울마루 대극장,2,2,Morgan Foster 00049,000-0002-6065,252000,Y,Y,GS칼텍스 예울마루(mobile),20230119160003,230407_01,뮤지컬,00000016170
9000000025253,9000000025254,정상,20230119,뮤지컬 〈브로드웨이 42번가〉 - 여수,20230408: 1900,GS칼텍스 예울마루 대극장,2,2,Riley Lane 01659,00000022817,280000,Y,Y,티켓모바일웹,20230119140110,230407_01,뮤지컬,
9000000025255,9000000023329,정상,20230406,뮤지컬 〈브로드웨이 42번가〉 - 여수,20230408: 1900,GS칼텍스 예울마루 대극장,1,1,Avery Foster 00432,000-0002-3754,126000,Y,Y,GS칼텍스 예울마루(mobile),20230406150913,230407_01,뮤지컬,00000011425
9000000025256,9000000025257,정상,20230119,뮤지컬 〈브로드웨이 42번가〉 - 여수,20230408: 1900,GS칼텍스 예울마루 대극장,2,2,Rowan Lane 00319,000-0002-7784,252000,Y,Y,GS칼텍스 예울마루(web),20230119140140,230407_01,뮤지컬,
9000000025258,9000000025259,정상,20230321,뮤지컬 〈브로드웨이 42번가〉 - 여수,20230408: 1900,GS칼텍스 예울마루 대극장,7,7,Riley Ellis 02539,000-0002-7759,980000,Y,Y,GS칼텍스 예울마루(web),20230321102142,230407_01,뮤지컬,
9000000025260,9000000025261,정상,20230321,뮤지컬 〈브로드웨이 42번가〉 - 여수,20230408: 1900,GS칼텍스 예울마루 대극장,7,7,Riley Ellis 02539,000-0002-7759,980000,Y,Y,GS칼텍스 예울마루(web),20230321101825,230407_01,뮤지컬,
9000000025262,9000000025263,정상,20230331,뮤지컬 〈브로드웨이 42번가〉 - 여수,20230408: 1900,GS칼텍스 예울마루 대극장,6,6,Riley Hayes 02459,00000026686,576000,Y,N,GS칼텍스 예울마루(call),20230331141534,230407_01,뮤지컬,
9000000025264,9000000025265,정상,20230315,뮤지컬 〈브로드웨이 42번가〉 - 여수,20230408: 1900,GS칼텍스 예울마루 대극장,6,6,Riley Hayes 02459,00000026686,672000,Y,N,GS칼텍스 예울마루(call),20230315120210,230407_01,뮤지컬,
9000000025266,9000000025267,정상,20230315,뮤지컬 〈브로드웨이 42번가〉 - 여수,20230408: 1900,GS칼텍스 예울마루 대극장,10,10,Riley Hayes 02459,00000026686,1120000,Y,N,GS칼텍스 예울마루(call),20230315115833,230407_01,뮤지컬,
9000000025268,9000000021163,정상,20230314,뮤지컬 〈브로드웨이 42번가〉 - 여수,20230408: 1900,GS칼텍스 예울마루 대극장,15,15,Riley Hayes 02459,00000026686,1080000,Y,N,GS칼텍스 예울마루(call),20230314141227,230407_01,뮤지컬,
9000000025269,9000000025270,정상,20230315,뮤지컬 〈브로드웨이 42번가〉 - 여수,20230408: 1900,GS칼텍스 예울마루 대극장,2,2,Jordan Lane 00826,000-0002-7785,252000,Y,Y,GS칼텍스 예울마루(mobile),20230315175249,230407_01,뮤지컬,00000004003
9000000025271,9000000025272,정상,20230330,뮤지컬 〈브로드웨이 42번가〉 - 여수,20230408: 1900,GS칼텍스 예울마루 대극장,2,2,Casey Foster 00437,00000027786,280000,Y,Y,티켓모바일웹,20230330002056,230407_01,뮤지컬,
9000000025273,9000000025274,정상,20230319,뮤지컬 〈브로드웨이 42번가〉 - 여수,20230408: 1900,GS칼텍스 예울마루 대극장,2,2,Taylor Ellis 02540,00000027787,180000,Y,Y,티켓모바일웹,20230319201807,230407_01,뮤지컬,
9000000025275,9000000025276,정상,20230406,뮤지컬 〈브로드웨이 42번가〉 - 여수,20230408: 1900,GS칼텍스 예울마루 대극장,1,1,Jordan Brooks 00322,000-0002-5950,126000,Y,Y,GS칼텍스 예울마루(web),20230406100130,230407_01,뮤지컬,00000007166
9000000025277,9000000025278,정상,20230406,뮤지컬 〈브로드웨이 42번가〉 - 여수,20230408: 1900,GS칼텍스 예울마루 대극장,1,1,Jordan Brooks 00322,000-0002-5950,126000,Y,Y,GS칼텍스 예울마루(mobile),20230406081550,230407_01,뮤지컬,00000007166
9000000025279,9000000025280,정상,20230402,뮤지컬 〈브로드웨이 42번가〉 - 여수,20230408: 1900,GS칼텍스 예울마루 대극장,2,2,Taylor Foster 00052,000-0002-3264,252000,Y,Y,GS칼텍스 예울마루(web),20230402154700,230407_01,뮤지컬,00000000614
